"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @JaipurLitFest: In conversation with @ShashiTharoor and Shunali Khullar Shroff, she discussed the themes of her new work. Presented by @…",FALSE,0,NA,2020-01-24 11:00:25,FALSE,NA,"1220662632425775104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",21,TRUE,FALSE,NA,NA
"RT @JaipurLitFest: Festival co-director, @NamitaGokhale_ launches her new novel 'Jaipur Journals'. Set against the backdrop of the vibrant…",FALSE,0,NA,2020-01-24 11:00:22,FALSE,NA,"1220662621927432192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",30,TRUE,FALSE,NA,NA
"RT @pravchak: To revive India's economy, there is now a growing chorus for stimulating demand by putting money directly in the hands of the…",FALSE,0,NA,2020-01-24 05:33:51,FALSE,NA,"1220580450898300928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",52,TRUE,FALSE,NA,NA
"RT @sardesairajdeep: A tale of two covers: 2010 and 2020.. say no more.. or risk being called ‘anti national’! Have a good Friday folks!! h…",FALSE,0,NA,2020-01-24 05:31:39,FALSE,NA,"1220579898302971906",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",6527,TRUE,FALSE,NA,NA
"RT @ProfCong: “If you are planning for a year, sow rice; if you are planning for a decade, plant trees; if you are planning for a lifetime,…",FALSE,0,NA,2020-01-23 19:47:40,FALSE,NA,"1220432933770743808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",97,TRUE,FALSE,NA,NA
"RT @thelede_in: The Lede #Impact: @indembkwt begins probe into 'freedom fee' issue based on The Lede's expose of how migrant domestic worke…",FALSE,0,NA,2020-01-23 14:12:12,FALSE,NA,"1220348508609236993",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",16,TRUE,FALSE,NA,NA
"My recent interview on digital surveillance, internet shutdowns, &amp; other 21st century challenges in India: https://t.co/0KDTbZzqpM",FALSE,394,NA,2020-01-23 14:09:04,FALSE,NA,"1220347722185658368",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",68,FALSE,FALSE,NA,NA
"Governor Sahib, is it now anti-national to marry outside your religion? Or to criticise @AnupamPKher? You are entit… https://t.co/o1NAGm8bmP",FALSE,9664,NA,2020-01-23 12:58:18,TRUE,NA,"1220329913447616513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",2080,FALSE,FALSE,NA,NA
"Delighted to have arrived in the Pink City for #JLF! Will speak at seven events over the next three days.… https://t.co/DdSIcj4Vv8",FALSE,437,NA,2020-01-23 12:53:52,TRUE,NA,"1220328795959222272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",52,FALSE,FALSE,NA,NA
"(English) inviting all lovers of books &amp; ideas to #MBFL2020 in Thiruvananthapuram, the capital’s annual literary fe… https://t.co/fzAxyfFjGQ",FALSE,295,NA,2020-01-23 12:47:29,TRUE,NA,"1220327190484570112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",59,FALSE,FALSE,NA,NA
"RT @kanishktharoor: ""The herald of “American carnage” and an incessant anti-immigrant rabble-rouser now insisted that “fear and doubt was n…",FALSE,0,NA,2020-01-23 12:46:32,FALSE,NA,"1220326951690178560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",24,TRUE,FALSE,NA,NA
"RT @ishaantharoor: My third piece from Davos, on Trump ruffling more feathers and Hong Kong’s leader speaking out about the protests https:…",FALSE,0,NA,2020-01-23 12:46:29,FALSE,NA,"1220326941124780032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",23,TRUE,FALSE,NA,NA
"It was a privilege to listen to <U+2066>@tmkrishna<U+2069> in full flight at Netaji Bhavan today. His amazing repertoire included… https://t.co/lF1ZssQ0K1",FALSE,369,NA,2020-01-23 12:35:38,TRUE,NA,"1220324208355364866",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",51,FALSE,FALSE,NA,NA
"Launching a new edition of Sugata Bose’s marvellous book on Netaji, “His Majesty’s Opponent”, at Netaji Bhavan in K… https://t.co/HOzjokiB9P",FALSE,319,NA,2020-01-23 12:27:54,TRUE,NA,"1220322264161193987",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",43,FALSE,FALSE,NA,NA
"Video of the inauguration: https://t.co/VN64fIgMAb",FALSE,68,"ShashiTharoor",2020-01-23 09:39:00,FALSE,"1220063686062006272","1220279755670351872","24705126","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",10,FALSE,FALSE,NA,NA
"RT @top_gun55: @IYC Unemployment grew faster for illiterates than for literates.10 million Indians with graduate, post-graduate/ technical…",FALSE,0,NA,2020-01-23 08:54:08,FALSE,NA,"1220268467510595584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",142,TRUE,FALSE,NA,NA
"Wonderful to see @UnamPillai once again, this time in Kolkata at a literary meet where he moderated a discussion wi… https://t.co/Iz5vUYa7s3",FALSE,217,NA,2020-01-23 08:42:52,TRUE,NA,"1220265632400232448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",47,FALSE,FALSE,NA,NA
"Restore photos at Gandhi Smriti:  his grandson TusharGandhi asks Modi govt to stop trying to change facts of Bapu's… https://t.co/Z1xZn2Pmbo",FALSE,1333,NA,2020-01-23 08:38:46,TRUE,NA,"1220264597082370049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",383,FALSE,FALSE,NA,NA
"Yes @SadhguruJV. And no one would want to invest in a place where Govt is promoting social division on the basis of… https://t.co/FCYmhtgkwM",FALSE,6529,NA,2020-01-23 08:36:54,TRUE,NA,"1220264131124547584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1678,FALSE,FALSE,NA,NA
"RT @Openthemag: Today, India is in the grip of the very majoritarianism that Ambedkar had so presciently warned against. It seems the gover…",FALSE,0,NA,2020-01-23 08:34:30,FALSE,NA,"1220263524703727617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",30,TRUE,FALSE,NA,NA
"(Malayalam): my appeal to all people of Thiruvananthapuram to join me in a #SecularMarch from Swami Vivekananda’s s… https://t.co/u9J4gBSrRr",FALSE,862,NA,2020-01-23 08:25:29,TRUE,NA,"1220261255300055040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",204,FALSE,FALSE,NA,NA
"RT @ShashiTharoor: Proposition: Today’s India lacks one key ingredient in a democracy, a free, independent, courageous&amp; uncompromised media…",FALSE,0,NA,2020-01-23 08:10:46,FALSE,NA,"1220257553407303681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1187,TRUE,FALSE,NA,NA
"RT @JayasreeVijayan: I am an Indian also a Hindu.. &amp; I will stand with my Muslim brothers &amp; sisters against NRC &amp; CAA.

Will you?

If yes..…",FALSE,0,NA,2020-01-23 07:14:56,FALSE,NA,"1220243500244992001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",391,TRUE,FALSE,NA,NA
"Honoured to join the Bose family in Kolkata today to commemorate Netaji’s 123rd birth anniversary &amp;the centenary of… https://t.co/eUmkEpwFw6",FALSE,1055,NA,2020-01-23 06:57:51,TRUE,NA,"1220239203629293568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",157,FALSE,FALSE,NA,NA
"Delighted to inaugurate the Travancore Royals all-women’s football team at All Saints College in Thiruvananthapuram… https://t.co/FL02o0Ym6A",FALSE,347,NA,2020-01-22 19:20:25,TRUE,NA,"1220063686062006272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",55,FALSE,FALSE,NA,NA
"Addressed <U+2066>@INCIndia<U+2069> Thiruvananthapuram constituency leaders yesterday in preparation for the SecularMarch I will… https://t.co/aYZnoYoZt2",FALSE,466,NA,2020-01-22 19:16:40,TRUE,NA,"1220062744663093248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",85,FALSE,FALSE,NA,NA
"Truly honoured to be asked to present a Rotary Club award to a man of great principle and moral courage, former Kar… https://t.co/cyFbhPGafb",FALSE,318,NA,2020-01-22 19:09:04,TRUE,NA,"1220060833419423744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",45,FALSE,FALSE,NA,NA
"Delighted to present stalwart KSU leader KS Abhijit with a Rotary award for his exemplary leadership of students st… https://t.co/G4HqCYITmt",FALSE,226,NA,2020-01-22 19:06:54,TRUE,NA,"1220060286226272256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",36,FALSE,FALSE,NA,NA
"On the edge of Aazhimala cliff, the world’s tallest Shiva statue is under construction (one more year for completio… https://t.co/yVadplUeex",FALSE,374,NA,2020-01-22 19:04:04,TRUE,NA,"1220059574058680320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",44,FALSE,FALSE,NA,NA
"Honoured to participate in the pushpabhishekam puja at the Aazhimala Shiva Kshetram &amp; to inaugurate a sammelanam at… https://t.co/MD2MPchSKa",FALSE,197,NA,2020-01-22 18:58:39,TRUE,NA,"1220058211631288321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",35,FALSE,FALSE,NA,NA
"Inaugurated the Cultural Festival of the recently-established Infant Jesus Central School in Thiruvananthapuram. Im… https://t.co/B78D3kAuNz",FALSE,301,NA,2020-01-22 18:54:35,TRUE,NA,"1220057188174942208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",47,FALSE,FALSE,NA,NA
"@Iyervval @narendramodi Abhijit, as you know, I stood up for you when you were imprisoned. The state has no busines… https://t.co/2NNmLc0h4P",FALSE,88,"Iyervval",2020-01-22 18:42:00,TRUE,"1220050611711799296","1220054020930166784","1963945884","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",17,FALSE,FALSE,NA,NA
"RT @chaitanya_palit: <U+0906><U+091C><U+0915><U+0932> <U+0935><U+0939> <U+0915><U+094D><U+092F><U+093E> <U+0915><U+0930> <U+0930><U+0939><U+093E> <U+0939><U+0948> ?
<U+090F><U+0915> <U+0910><U+0938><U+093E> <U+0938><U+0935><U+093E><U+0932> <U+091C><U+094B> <U+0939><U+0930> <U+092F><U+0941><U+0935><U+093E> <U+0915><U+0947> <U+092E><U+093E><U+0901> <U+092C><U+093E><U+092A> <U+0915><U+093E> <U+0938><U+0930> <U+091D><U+0941><U+0915><U+093E> <U+0926><U+0947> <U+0930><U+0939><U+093E> <U+0939><U+0948> https://t.co/dd22Y0vbwz",FALSE,0,NA,2020-01-22 18:29:47,FALSE,NA,"1220050944584339456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",76,TRUE,FALSE,NA,NA
"RT @satishacharya: ...nahi dikhayenge! @sifydotcom  cartoon https://t.co/IeQ1U1rzVz",FALSE,0,NA,2020-01-22 18:25:54,FALSE,NA,"1220049968209129473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1236,TRUE,FALSE,NA,NA
"One of the joys of politics is encountering the little children. Helping build an India that is capable of fulfilli… https://t.co/z4puV0ztsN",FALSE,765,NA,2020-01-22 17:52:53,TRUE,NA,"1220041658013609984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",90,FALSE,FALSE,NA,NA
"Very touched to be honoured by @incKerala at a gathering of writers &amp;intellectuals convened to congratulate me for… https://t.co/uwfzeSpbM6",FALSE,249,NA,2020-01-22 17:48:21,TRUE,NA,"1220040517469143040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",41,FALSE,FALSE,NA,NA
"No constituency day is complete without lamps — many of them, in all sizes and shapes, for every occasion! https://t.co/mbJghWtanb",FALSE,299,NA,2020-01-22 17:41:36,FALSE,NA,"1220038819535183872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",42,FALSE,FALSE,NA,NA
"Addressed the National Forum for People’s Rights’ Kerala state conference in Thiruvananthapuram this week on “Prote… https://t.co/IAew1CKYyH",FALSE,310,NA,2020-01-22 17:38:25,TRUE,NA,"1220038019178102784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",60,FALSE,FALSE,NA,NA
"RT @MPTrivandrum: .@AAITVMAIRPORT <U+0D09><U+0D2A><U+0D26><U+0D47><U+0D36><U+0D15> <U+0D38><U+0D2E><U+0D3F><U+0D24><U+0D3F><U+0D2F><U+0D41><U+0D1F><U+0D46> <U+0D2F><U+0D4B><U+0D17><U+0D24><U+0D4D><U+0D24><U+0D3F><U+0D7D> <U+0D05><U+0D27><U+0D4D><U+0D2F><U+0D15><U+0D4D><U+0D37><U+0D24> <U+0D35><U+0D39><U+0D3F><U+0D1A><U+0D4D><U+0D1A><U+0D41>. <U+0D24><U+0D3F><U+0D30><U+0D41><U+0D35><U+0D28><U+0D28><U+0D4D><U+0D24><U+0D2A><U+0D41><U+0D30><U+0D02> <U+0D35><U+0D3F><U+0D2E><U+0D3E><U+0D28><U+0D24><U+0D4D><U+0D24><U+0D3E><U+0D35><U+0D33><U+0D24><U+0D4D><U+0D24><U+0D46> <U+0D2A><U+0D41><U+0D28><U+0D30><U+0D41><U+0D1C><U+0D4D><U+0D1C><U+0D40><U+0D35><U+0D3F><U+0D2A><U+0D4D><U+0D2A><U+0D3F><U+0D15><U+0D4D><U+0D15><U+0D3E><U+0D7B> <U+0D26><U+0D40><U+0D7C><U+0D18><U+0D15><U+0D3E><U+0D32><U+0D2E><U+0D3E>…",FALSE,0,NA,2020-01-22 16:39:46,FALSE,NA,"1220023260470861825",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",20,TRUE,FALSE,NA,NA
"Shillong-based Prof Prasenjit Biswas on the impact of CAA/NRC on social faultlines in the Northeast:… https://t.co/SfUYJqH5EL",FALSE,1101,NA,2020-01-22 14:27:06,TRUE,NA,"1219989872087158784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",308,FALSE,FALSE,NA,NA
"RT @onwardkerala: #delhi #ShaheenBaghProtest https://t.co/bthFQC9Olv",FALSE,0,NA,2020-01-22 12:05:46,FALSE,NA,"1219954304980635648",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",103,TRUE,FALSE,NA,NA
"RT @priyankac19: Oh! But the <U+20B9>2000 note was India’s first ever ever ever smart money that came in with ‘in built microchip’.  
Could this b…",FALSE,0,NA,2020-01-22 12:05:04,FALSE,NA,"1219954128077516800",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",1933,TRUE,FALSE,NA,NA
"@JayasreeVijayan <U+0001F603>Looking good Jayasree!<U+0001F60A>",FALSE,151,"JayasreeVijayan",2020-01-22 12:02:30,FALSE,"1219916250987450368","1219953483836620800","1078999172","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",8,FALSE,FALSE,NA,NA
"RT @jamescrabtree: Just out: new @TheEIU democracy index. 

India drops ten places to 51st, falling from 7.23 in 2018 to 6.90 in 2019. 

""T…",FALSE,0,NA,2020-01-22 07:31:16,FALSE,NA,"1219885223665516544",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",970,TRUE,FALSE,NA,NA
"@AamAadmiParty AAP spent more public money on advertising&amp;marketing than on development.
• Not a single new Hospita… https://t.co/x6eejH5Kd9",FALSE,385,"ShashiTharoor",2020-01-22 07:14:15,TRUE,"1219879139592638464","1219880943206293504","24705126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",146,FALSE,FALSE,NA,NA
"The <U+2066>@AamAadmiParty<U+2069> started off claiming to combat corruption. Would they care to explain where this money went? https://t.co/hmS7tZzT97",FALSE,1142,NA,2020-01-22 07:07:05,FALSE,NA,"1219879139592638464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",348,FALSE,FALSE,NA,NA
"My interview today with @BloombergTV on the #CAA_NRCProtests : https://t.co/5hmR8gTUO1",FALSE,269,NA,2020-01-22 07:03:16,FALSE,NA,"1219878177117310976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",59,FALSE,FALSE,NA,NA
"Kiran you're right in principle; but that assumes the BJP cares about the economy. 6 years have taught us that vika… https://t.co/WEI6vWrVyd",FALSE,4774,NA,2020-01-22 03:48:51,TRUE,NA,"1219829250015944705",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",1205,FALSE,FALSE,NA,NA
"Received on WhatsApp. Sometimes that Alternative University gets it right. https://t.co/YYHJRJ81H4",FALSE,6356,NA,2020-01-22 03:15:42,FALSE,NA,"1219820909923430401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1723,FALSE,FALSE,NA,NA
"I received a distress message about this family from Kerala needing airlift to hospital in a remote part of Nepal b… https://t.co/9WNGS4Av5G",FALSE,761,NA,2020-01-21 18:58:14,TRUE,NA,"1219695716337012736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",134,FALSE,FALSE,NA,NA
"Proposition: Today’s India lacks one key ingredient in a democracy, a free, independent, courageous&amp; uncompromised… https://t.co/mdQU1pNxj4",FALSE,2548,NA,2020-01-21 13:10:24,TRUE,NA,"1219608184081371137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1187,FALSE,FALSE,NA,NA
"The tukde-tukde gang does exist. They are running the Government and dividing the nation. https://t.co/s4AaZKJLzH",FALSE,9057,NA,2020-01-21 12:47:27,FALSE,NA,"1219602407769821184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",2230,FALSE,FALSE,NA,NA
"RT @Aakar__Patel: “A Mumbai man who was part of beef industry and allegedly persecuted for it, has gained refugee status in Canada. Montrea…",FALSE,0,NA,2020-01-21 07:19:29,FALSE,NA,"1219519870397665281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1037,TRUE,FALSE,NA,NA
"RT @naukarshah: Expect sponsored surveys telling that the mood of the country is in favour of CAA. To

1. Influence Supreme Court
2. To psy…",FALSE,0,NA,2020-01-21 05:13:07,FALSE,NA,"1219488069553807361",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",4005,TRUE,FALSE,NA,NA
"@PapaCJ This media account captures some of the spirit of the event, even if the quotes are not actually verbatim: https://t.co/EPz2GmpFbh",FALSE,212,"ShashiTharoor",2020-01-21 05:10:35,FALSE,"1219217284150919168","1219487434288746497","24705126","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",42,FALSE,FALSE,NA,NA
"@JayasreeVijayan @bainjal @rohini_sgh @SalmanNizami_ @salman7khurshid @inquestioner @PritishNandy @RahulGandhi… https://t.co/SfkdMvSUZx",FALSE,101,"JayasreeVijayan",2020-01-21 03:52:48,TRUE,"1219463626660040705","1219467858138152960","1078999172","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",13,FALSE,FALSE,NA,NA
"RT @INCTharoorian: What an absolutely brilliant shairi by
this young lady

Main hindustan ki beti hoon...

https://t.co/uO8u6Sdtk1 #CAA_NRC…",FALSE,0,NA,2020-01-20 18:21:27,FALSE,NA,"1219324074360365056",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",374,TRUE,FALSE,NA,NA
"RT @ishaantharoor: Davos has represented the apotheosis of a particular worldview: an almost Promethean belief in the virtues of liberalism…",FALSE,0,NA,2020-01-20 17:48:16,FALSE,NA,"1219315722175664129",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",47,TRUE,FALSE,NA,NA
"Congratulations @tiwarymanoj. Always thought you were among the unluckiest cricketers in terms of your India career… https://t.co/xLD9FFRqbL",FALSE,2168,NA,2020-01-20 17:48:01,TRUE,NA,"1219315660368384000",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ShashiTharoor",144,FALSE,FALSE,NA,NA
"How will the Modi Govt’s spinmeisters deal with this flood of negative headlines from around the world? The only wa… https://t.co/duY164OzgL",FALSE,2542,NA,2020-01-20 15:01:26,TRUE,NA,"1219273735586189313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",878,FALSE,FALSE,NA,NA
"Today’s news: <U+2066>@IMFNews<U+2069> slashes India’s predicted growth rate to 4.8% https://t.co/hv3YmRlQcr. The world press has… https://t.co/afHiiqLixL",FALSE,794,NA,2020-01-20 14:58:33,TRUE,NA,"1219273009468325889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",291,FALSE,FALSE,NA,NA
"Chaired a meeting of the Airport Advisory Committee for Thiruvananthapuram. It’s frustrating that the Kerala capita… https://t.co/J1OWEnIG0L",FALSE,530,NA,2020-01-20 13:48:25,TRUE,NA,"1219255361447743489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",93,FALSE,FALSE,NA,NA
"Began the day in Thiruvananthapuram with a visit to my favourite temple, the Sree PadmanabhaSwamyKshetram, where I… https://t.co/ZA4I9PjEYz",FALSE,754,NA,2020-01-20 13:39:15,TRUE,NA,"1219253054731501569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",68,FALSE,FALSE,NA,NA
"Good thread @sanjeevsanyal. I’ve tried2explain2people that the Idea of India long predated theBrits.(The “sacred ge… https://t.co/O0uzvZy4v4",FALSE,463,NA,2020-01-20 12:05:16,TRUE,NA,"1219229402631794688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",117,FALSE,FALSE,NA,NA
"My most unusual session at #KLF2020 was called “No Laughing Matter” &amp; featured two brilliant comedians, AnuMenon, b… https://t.co/UDcYYKjwU0",FALSE,291,NA,2020-01-20 11:17:07,TRUE,NA,"1219217284150919168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",39,FALSE,FALSE,NA,NA
"My most unusual session at #KLF2020 was called “No Laughing Matter” &amp; featured two brilliant comedians, AnuMenon, b… https://t.co/G0BKCUiwJ4",FALSE,210,NA,2020-01-20 11:13:25,TRUE,NA,"1219216354663976962",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",26,FALSE,FALSE,NA,NA
"Higher marks if you blame Nehru!! https://t.co/Lsswc2mdXo",FALSE,17483,NA,2020-01-20 11:05:37,FALSE,NA,"1219214393252012032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",3566,FALSE,FALSE,NA,NA
"Fascinating discussion w/ <U+2066>@Jairam_Ramesh<U+2069> on his remarkable new book on VK KrishnaMenon, with VKKM’s grandniece Ja… https://t.co/knr9IKHakE",FALSE,270,NA,2020-01-20 10:56:31,TRUE,NA,"1219212099664039937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",46,FALSE,FALSE,NA,NA
"Wonderful to see <U+2066>@UnamPillai<U+2069> again in Kerala literary attire of mundu &amp; jubba! Sorry to have missed his own event… https://t.co/QKkChV5WDW",FALSE,214,NA,2020-01-20 10:50:27,TRUE,NA,"1219210575751733248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",37,FALSE,FALSE,NA,NA
"Yesterday at #KLF2020 in Kozhikode, a wonderful conversation with <U+2066>@UnamPillai<U+2069> on #TheNewWorldDisorder, &amp; the rele… https://t.co/bFYBQqiOeL",FALSE,202,NA,2020-01-20 10:41:38,TRUE,NA,"1219208353961758721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",33,FALSE,FALSE,NA,NA
"Good work in exposing this Government’s flagrant bypassing of parliamentary procedures &amp;democratic traditions. We s… https://t.co/9QIpqUI2RF",FALSE,1076,NA,2020-01-20 09:30:56,TRUE,NA,"1219190562877652992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",362,FALSE,FALSE,NA,NA
"So India will boycott Malaysia in Davos, as it boycotted Bezos in Mumbai. Just as well <U+2066>@PiyushGoyal<U+2069> also has the… https://t.co/YwZSHZPwaF",FALSE,2846,NA,2020-01-19 13:45:40,TRUE,NA,"1218892281987514369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",594,FALSE,FALSE,NA,NA
"RT @ivivek_nambiar: Come @vivekagnihotri! Shaheen Bagh is standing in solidarity with Kashmiri Pandits. You said the opposite, though, righ…",FALSE,0,NA,2020-01-19 13:40:54,FALSE,NA,"1218891082139750402",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",1067,TRUE,FALSE,NA,NA
"RT @KeralaLitFest: Now that's a crowd puller. <U+0001F44F><U+0001F44F>

When the orator @ShashiTharoor met the incredible @UnamPillai for a session titled 'New W…",FALSE,0,NA,2020-01-19 13:27:18,FALSE,NA,"1218887660145537024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShashiTharoor",42,TRUE,FALSE,NA,NA
